item_no,item_name,branch,quantity,date
SKU-00865,Item-00865,BR-A,12.59,2026-05-28
SKU-00357,Item-00357,BR-C,202.15,2026-05-07
SKU-00322,Item-00322,BR-B,101.67,2026-05-23
SKU-00426,Item-00426,BR-D,178.52,2026-05-06
SKU-00385,Item-00385,BR-C,38.3,2026-05-21
SKU-00357,Item-00357,BR-D,81.27,2026-05-01
SKU-00403,Item-00403,BR-A,75.14,2026-05-12
SKU-00314,Item-00314,BR-B,76.43,2026-05-18
SKU-00647,Item-00647,BR-E,176.71,2026-05-23
SKU-00302,Item-00302,BR-E,19.21,2026-05-05
SKU-00393,Item-00393,BR-B,68.52,2026-05-19
SKU-00579,Item-00579,BR-A,272.49,2026-05-17
SKU-00796,Item-00796,BR-B,120.64,2026-05-20
SKU-00499,Item-00499,BR-B,138.56,2026-05-14
SKU-00372,Item-00372,BR-B,94.34,2026-05-04
SKU-00417,Item-00417,BR-C,20.73,2026-05-20
SKU-00658,Item-00658,BR-C,370.74,2026-05-22
SKU-00378,Item-00378,BR-D,96.56,2026-05-18
SKU-00651,Item-00651,BR-C,84.27,2026-05-04
SKU-00744,Item-00744,BR-B,33.55,2026-05-14
SKU-00573,Item-00573,BR-A,183.79,2026-05-15
SKU-00538,Item-00538,BR-E,195.69,2026-05-24
SKU-00574,Item-00574,BR-C,20.36,2026-05-29
SKU-00586,Item-00586,BR-A,40.34,2026-05-26
SKU-00870,Item-00870,BR-D,110.85,2026-05-08
SKU-00787,Item-00787,BR-D,180.13,2026-05-28
SKU-00644,Item-00644,BR-C,98.1,2026-05-03
SKU-00788,Item-00788,BR-A,24.55,2026-05-29
SKU-00797,Item-00797,BR-B,31.15,2026-05-28
SKU-00769,Item-00769,BR-E,17.69,2026-05-16
SKU-00458,Item-00458,BR-E,104.27,2026-05-05
SKU-00698,Item-00698,BR-C,161.99,2026-05-07
SKU-00381,Item-00381,BR-B,147.53,2026-05-10
SKU-00826,Item-00826,BR-B,54.28,2026-05-08
SKU-00686,Item-00686,BR-D,62.33,2026-05-05
SKU-00521,Item-00521,BR-E,87.72,2026-05-03
SKU-00650,Item-00650,BR-C,76.56,2026-05-07
SKU-00540,Item-00540,BR-A,175.94,2026-05-22
SKU-00382,Item-00382,BR-A,63.59,2026-05-24
SKU-00644,Item-00644,BR-A,157.92,2026-05-19
SKU-00794,Item-00794,BR-B,87.36,2026-05-02
SKU-00872,Item-00872,BR-E,68.12,2026-05-15
SKU-00309,Item-00309,BR-E,53.9,2026-05-02
SKU-00351,Item-00351,BR-B,143.95,2026-05-20
SKU-00403,Item-00403,BR-A,59.59,2026-05-29
SKU-00333,Item-00333,BR-B,111.84,2026-05-01
SKU-00496,Item-00496,BR-B,78.22,2026-05-13
SKU-00374,Item-00374,BR-B,63.87,2026-05-15
SKU-00436,Item-00436,BR-E,20.25,2026-05-08
SKU-00594,Item-00594,BR-C,114.54,2026-05-13
SKU-00303,Item-00303,BR-E,17.62,2026-05-03
SKU-00892,Item-00892,BR-B,129.1,2026-05-21
SKU-00817,Item-00817,BR-A,92.7,2026-05-01
SKU-00306,Item-00306,BR-D,181.31,2026-05-29
SKU-00559,Item-00559,BR-E,99.61,2026-05-23
SKU-00464,Item-00464,BR-A,67.81,2026-05-22
SKU-00356,Item-00356,BR-C,74.58,2026-05-19
SKU-00802,Item-00802,BR-E,19.07,2026-05-25
SKU-00348,Item-00348,BR-A,148.56,2026-05-08
SKU-00304,Item-00304,BR-A,20.22,2026-05-29
SKU-00740,Item-00740,BR-D,95.22,2026-05-04
SKU-00441,Item-00441,BR-A,82.26,2026-05-11
SKU-00503,Item-00503,BR-C,183.33,2026-05-22
SKU-00472,Item-00472,BR-B,206.25,2026-05-30
SKU-00791,Item-00791,BR-C,141.12,2026-05-04
SKU-00429,Item-00429,BR-E,72.58,2026-05-10
SKU-00488,Item-00488,BR-C,161.62,2026-05-17
SKU-00643,Item-00643,BR-E,47.72,2026-05-10
SKU-00716,Item-00716,BR-C,21.17,2026-05-09
SKU-00751,Item-00751,BR-B,308.45,2026-05-30
SKU-00882,Item-00882,BR-B,45.0,2026-05-14
SKU-00422,Item-00422,BR-B,230.29,2026-05-05
SKU-00606,Item-00606,BR-B,196.97,2026-05-28
